Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn
CUST0092,Ebuka Nichols,Jan-25,63,Anambra,4G Router,Male,1,Poor,49,25GB Monthly Plan,9000,17,153000,84.58,Yes,Poor Network
CUST0092,Ebuka Nichols,Jan-25,63,Anambra,Broadband MiFi,Male,1,Poor,49,120GB Monthly Broadband Plan,24000,7,168000,166.43,Yes,Poor Network
CUST0093,Chiamaka Walters,Feb-25,19,Anambra,Mobile SIM Card,Female,3,Good,23,7GB Monthly Plan,3500,10,35000,188.34,No,
CUST0093,Chiamaka Walters,Feb-25,19,Anambra,5G Broadband Router,Female,3,Good,23,1.5TB Yearly Broadband Plan,150000,1,150000,47.96,No,
CUST0094,Tochi Price,Mar-25,40,Rivers,Mobile SIM Card,Male,2,Fair,12,3.2GB 2-Day Plan,1000,9,9000,198.77,No,
CUST0095,Chinonso Owens,Jan-25,74,Anambra,4G Router,Male,4,Very Good,44,65GB Monthly Plan,16000,12,192000,31.33,No,
CUST0095,Chinonso Owens,Jan-25,74,Anambra,5G Broadband Router,Male,4,Very Good,44,450GB 3-Month Broadband Plan,75000,11,825000,84.29,No,
CUST0096,Chika Peters,Mar-25,38,Rivers,Broadband MiFi,Female,5,Excellent,5,150GB FUP Monthly Unlimited,20000,14,280000,191.85,No,
CUST0096,Chika Peters,Mar-25,38,Rivers,Mobile SIM Card,Female,5,Excellent,5,1GB+1.5mins Daily Plan,500,5,2500,25.48,No,
CUST0097,Uchenna Morales,Feb-25,64,Delta,5G Broadband Router,Male,3,Good,2,300GB FUP Monthly Unlimited,30000,5,150000,5.27,No,
CUST0097,Uchenna Morales,Feb-25,64,Delta,4G Router,Male,3,Good,2,165GB Monthly Plan,35000,17,595000,120.47,No,
CUST0098,Adaeze Little,Jan-25,36,Rivers,Mobile SIM Card,Female,1,Poor,18,1.5GB 2-Day Plan,600,7,4200,82.98,Yes,Poor Network
CUST0098,Adaeze Little,Jan-25,36,Rivers,Broadband MiFi,Female,1,Poor,18,60GB Monthly Broadband Plan,14500,10,145000,42.93,Yes,Poor Network
CUST0099,Chioma Payne,Feb-25,51,Rivers,Mobile SIM Card,Female,4,Very Good,54,500MB Daily Plan,350,19,6650,134.63,No,
CUST0099,Chioma Payne,Feb-25,51,Rivers,5G Broadband Router,Female,4,Very Good,54,1.5TB Yearly Broadband Plan,150000,8,1200000,96.76,No,
CUST0100,Chuka Burton,Mar-25,76,Delta,4G Router,Male,2,Fair,14,25GB Monthly Plan,9000,6,54000,184.9,No,
CUST0100,Chuka Burton,Mar-25,76,Delta,Broadband MiFi,Male,2,Fair,14,300GB FUP Monthly Unlimited,30000,8,240000,139.82,No,
CUST0101,Kemi Mullins,Jan-25,33,Lagos,Mobile SIM Card,Female,5,Excellent,34,1GB+1.5mins Daily Plan,500,12,6000,86.01,No,
CUST0101,Kemi Mullins,Jan-25,33,Lagos,5G Broadband Router,Female,5,Excellent,34,200GB Monthly Broadband Plan,25000,9,225000,87.97,No,
CUST0102,Tunde Webb,Feb-25,31,Ogun,4G Router,Male,3,Good,47,10GB+10mins Monthly Plan,4500,18,81000,68.95,No,
CUST0102,Tunde Webb,Feb-25,31,Ogun,Broadband MiFi,Male,3,Good,47,30GB Monthly Broadband Plan,9000,8,72000,194.48,No,
CUST0103,Folake Lloyd,Mar-25,47,Lagos,Mobile SIM Card,Female,1,Poor,37,20GB Monthly Plan,7500,10,75000,199.86,Yes,Poor Network
CUST0103,Folake Lloyd,Mar-25,47,Lagos,5G Broadband Router,Female,1,Poor,37,120GB Monthly Broadband Plan,24000,16,384000,5.43,Yes,Poor Network
CUST0104,Adesewa Chambers,Jan-25,24,Ogun,Mobile SIM Card,Female,4,Very Good,58,7GB Monthly Plan,3500,9,31500,76.82,No,
CUST0104,Adesewa Chambers,Jan-25,24,Ogun,4G Router,Female,4,Very Good,58,25GB Monthly Plan,9000,7,63000,104.36,No,
CUST0104,Adesewa Chambers,Jan-25,24,Ogun,Broadband MiFi,Female,4,Very Good,58,60GB Monthly Broadband Plan,14500,2,29000,37.62,No,
CUST0105,Bola Ryan,Feb-25,69,Lagos,5G Broadband Router,Female,2,Fair,31,150GB FUP Monthly Unlimited,20000,19,380000,64.83,Yes,Costly Data Plans
CUST0105,Bola Ryan,Feb-25,69,Lagos,4G Router,Female,2,Fair,31,10GB+10mins Monthly Plan,4500,3,13500,135.96,Yes,Costly Data Plans
CUST0106,Dayo Guerrero,Jan-25,46,Ogun,Mobile SIM Card,Male,3,Good,31,2.5GB 2-Day Plan,900,6,5400,44.52,No,
CUST0106,Dayo Guerrero,Jan-25,46,Ogun,Broadband MiFi,Male,3,Good,31,120GB Monthly Broadband Plan,24000,3,72000,188.46,No,
CUST0107,Kelechi Harmon,Mar-25,75,Delta,4G Router,Male,5,Excellent,12,65GB Monthly Plan,16000,6,96000,110.43,No,
CUST0108,Chinyere Cortez,Feb-25,23,Rivers,Mobile SIM Card,Female,1,Poor,5,1.5GB 2-Day Plan,600,11,6600,114.37,Yes,Poor Network
CUST0108,Chinyere Cortez,Feb-25,23,Rivers,5G Broadband Router,Female,1,Poor,5,30GB Monthly Broadband Plan,9000,13,117000,127.73,Yes,Poor Network
CUST0109,Uchenna Hines,Jan-25,65,Rivers,Broadband MiFi,Male,4,Very Good,45,300GB FUP Monthly Unlimited,30000,19,570000,149.84,No,
CUST0109,Uchenna Hines,Jan-25,65,Rivers,4G Router,Male,4,Very Good,45,165GB Monthly Plan,35000,4,140000,143.67,No,
CUST0110,Tolu Patterson,Mar-25,20,Ogun,Mobile SIM Card,Female,2,Fair,29,12.5GB Monthly Plan,5500,20,110000,108.64,Yes,Better Offers from Competitors
CUST0110,Tolu Patterson,Mar-25,20,Ogun,5G Broadband Router,Female,2,Fair,29,200GB Monthly Broadband Plan,25000,6,150000,32.93,Yes,Better Offers from Competitors
CUST0111,Chinelo Stone,Feb-25,50,Delta,4G Router,Female,3,Good,46,25GB Monthly Plan,9000,12,108000,163.69,No,
CUST0111,Chinelo Stone,Feb-25,50,Delta,Broadband MiFi,Female,3,Good,46,150GB FUP Monthly Unlimited,20000,11,220000,196.07,No,
CUST0112,Emeka Clarke,Mar-25,32,Delta,Mobile SIM Card,Male,1,Poor,52,3.2GB 2-Day Plan,1000,17,17000,138.12,Yes,Poor Network
CUST0112,Emeka Clarke,Mar-25,32,Delta,5G Broadband Router,Male,1,Poor,52,450GB 3-Month Broadband Plan,75000,2,150000,157.14,Yes,Poor Network
CUST0113,Adunni Boone,Jan-25,67,Ogun,Mobile SIM Card,Female,4,Very Good,9,500MB Daily Plan,350,14,4900,133.35,No,
CUST0113,Adunni Boone,Jan-25,67,Ogun,4G Router,Female,4,Very Good,9,65GB Monthly Plan,16000,16,256000,173.02,No,
CUST0114,Temitope Black,Feb-25,41,Lagos,5G Broadband Router,Female,2,Fair,57,60GB Monthly Broadband Plan,14500,19,275500,103.15,Yes,Costly Data Plans
CUST0114,Temitope Black,Feb-25,41,Lagos,Broadband MiFi,Female,2,Fair,57,120GB Monthly Broadband Plan,24000,13,312000,104.51,Yes,Costly Data Plans
CUST0115,Yemi Richards,Mar-25,28,Ogun,Mobile SIM Card,Male,5,Excellent,40,1GB+1.5mins Daily Plan,500,15,7500,49.84,No,
CUST0115,Yemi Richards,Mar-25,28,Ogun,4G Router,Male,5,Excellent,40,165GB Monthly Plan,35000,7,245000,83.66,No,
CUST0116,Kemi Morrison,Jan-25,54,Lagos,Broadband MiFi,Female,3,Good,27,30GB Monthly Broadband Plan,9000,14,126000,66.04,No,
CUST0116,Kemi Morrison,Jan-25,54,Lagos,5G Broadband Router,Female,3,Good,27,300GB FUP Monthly Unlimited,30000,17,510000,115.75,No,
CUST0117,Seun Carr,Feb-25,37,Ogun,Mobile SIM Card,Male,1,Poor,21,7GB Monthly Plan,3500,9,31500,106.87,Yes,Poor Network
CUST0117,Seun Carr,Feb-25,37,Ogun,4G Router,Male,1,Poor,21,10GB+10mins Monthly Plan,4500,12,54000,179.52,Yes,Poor Network
CUST0118,Adesewa Simpson,Mar-25,62,Lagos,5G Broadband Router,Female,4,Very Good,12,1.5TB Yearly Broadband Plan,150000,12,1800000,33.21,No,
CUST0118,Adesewa Simpson,Mar-25,62,Lagos,Mobile SIM Card,Female,4,Very Good,12,20GB Monthly Plan,7500,14,105000,136.99,No,
CUST0119,Olumide Spencer,Jan-25,45,Ogun,4G Router,Male,2,Fair,47,65GB Monthly Plan,16000,18,288000,160.6,Yes,Better Offers from Competitors
CUST0119,Olumide Spencer,Jan-25,45,Ogun,Broadband MiFi,Male,2,Fair,47,300GB FUP Monthly Unlimited,30000,11,330000,171.41,Yes,Better Offers from Competitors
CUST0120,Funmi Gilbert,Feb-25,33,Lagos,Mobile SIM Card,Female,5,Excellent,54,3.2GB 2-Day Plan,1000,11,11000,74.45,No,
CUST0120,Funmi Gilbert,Feb-25,33,Lagos,5G Broadband Router,Female,5,Excellent,54,200GB Monthly Broadband Plan,25000,16,400000,179.64,No,
CUST0121,Bola Cross,Mar-25,59,Ogun,4G Router,Female,3,Good,37,25GB Monthly Plan,9000,6,54000,154.41,No,
CUST0121,Bola Cross,Mar-25,59,Ogun,Broadband MiFi,Female,3,Good,37,60GB Monthly Broadband Plan,14500,9,130500,170.58,No,
CUST0122,Tunde Wheeler,Jan-25,24,Lagos,Mobile SIM Card,Male,1,Poor,24,1.5GB 2-Day Plan,600,18,10800,178.04,Yes,Poor Network
CUST0122,Tunde Wheeler,Jan-25,24,Lagos,5G Broadband Router,Male,1,Poor,24,450GB 3-Month Broadband Plan,75000,3,225000,72.48,Yes,Poor Network
CUST0123,Kemi Page,Feb-25,69,Ogun,4G Router,Female,4,Very Good,26,10GB+10mins Monthly Plan,4500,8,36000,113.77,No,
CUST0123,Kemi Page,Feb-25,69,Ogun,Broadband MiFi,Female,4,Very Good,26,150GB FUP Monthly Unlimited,20000,2,40000,198.54,No,
CUST0124,Yemi Newman,Mar-25,43,Lagos,Mobile SIM Card,Male,2,Fair,39,65GB Monthly Plan,16000,14,224000,51.18,Yes,Costly Data Plans
CUST0124,Yemi Newman,Mar-25,43,Lagos,5G Broadband Router,Male,2,Fair,39,60GB Monthly Broadband Plan,14500,4,58000,35.18,Yes,Costly Data Plans
CUST0125,Dayo Carpenter,Jan-25,56,Ogun,4G Router,Male,5,Excellent,19,165GB Monthly Plan,35000,15,525000,40.54,No,
CUST0125,Dayo Carpenter,Jan-25,56,Ogun,Broadband MiFi,Male,5,Excellent,19,120GB Monthly Broadband Plan,24000,17,408000,27.01,No,
CUST0126,Kemi Barnes,Feb-25,35,Lagos,Mobile SIM Card,Female,3,Good,48,500MB Daily Plan,350,12,4200,34.42,No,
CUST0126,Kemi Barnes,Feb-25,35,Lagos,5G Broadband Router,Female,3,Good,48,1.5TB Yearly Broadband Plan,150000,5,750000,73.33,No,
CUST0127,Seun Duncan,Mar-25,51,Ogun,4G Router,Male,1,Poor,32,25GB Monthly Plan,9000,19,171000,157.29,Yes,Poor Network
CUST0127,Seun Duncan,Mar-25,51,Ogun,Broadband MiFi,Male,1,Poor,32,300GB FUP Monthly Unlimited,30000,7,210000,55.12,Yes,Poor Network
CUST0128,Adesewa Lopez,Jan-25,27,Lagos,Mobile SIM Card,Female,4,Very Good,41,2.5GB 2-Day Plan,900,13,11700,114.11,No,
CUST0128,Adesewa Lopez,Jan-25,27,Lagos,5G Broadband Router,Female,4,Very Good,41,30GB Monthly Broadband Plan,9000,8,72000,160.52,No,
CUST0129,Bola Fowler,Feb-25,64,Ogun,4G Router,Female,2,Fair,50,65GB Monthly Plan,16000,11,176000,118.28,Yes,Better Offers from Competitors
CUST0129,Bola Fowler,Feb-25,64,Ogun,Broadband MiFi,Female,2,Fair,50,150GB FUP Monthly Unlimited,20000,4,80000,192.46,Yes,Better Offers from Competitors
CUST0130,Tunde Howard,Mar-25,38,Lagos,Mobile SIM Card,Male,5,Excellent,36,7GB Monthly Plan,3500,16,56000,143.14,No,
CUST0130,Tunde Howard,Mar-25,38,Lagos,5G Broadband Router,Male,5,Excellent,36,200GB Monthly Broadband Plan,25000,12,300000,177.59,No,
CUST0131,Kemi Hunter,Jan-25,72,Ogun,4G Router,Female,3,Good,23,10GB+10mins Monthly Plan,4500,4,18000,81.74,No,
CUST0131,Kemi Hunter,Jan-25,72,Ogun,Broadband MiFi,Female,3,Good,23,60GB Monthly Broadband Plan,14500,18,261000,195.02,No,
CUST0132,Yemi Hamilton,Feb-25,29,Lagos,Mobile SIM Card,Male,1,Poor,44,3.2GB 2-Day Plan,1000,7,7000,65.83,Yes,Poor Network
CUST0132,Yemi Hamilton,Feb-25,29,Lagos,5G Broadband Router,Male,1,Poor,44,450GB 3-Month Broadband Plan,75000,9,675000,127.36,Yes,Poor Network
CUST0133,Dayo Garrett,Mar-25,55,Ogun,4G Router,Male,4,Very Good,41,25GB Monthly Plan,9000,20,180000,128.08,No,
CUST0133,Dayo Garrett,Mar-25,55,Ogun,Broadband MiFi,Male,4,Very Good,41,120GB Monthly Broadband Plan,24000,6,144000,139.01,No,
CUST0134,Kemi Ward,Jan-25,42,Lagos,Mobile SIM Card,Female,2,Fair,37,1GB+1.5mins Daily Plan,500,15,7500,117.95,Yes,Better Offers from Competitors
CUST0134,Kemi Ward,Jan-25,42,Lagos,5G Broadband Router,Female,2,Fair,37,150GB FUP Monthly Unlimited,20000,13,260000,18.97,Yes,Better Offers from Competitors
CUST0135,Seun Brooks,Feb-25,68,Ogun,4G Router,Male,5,Excellent,28,65GB Monthly Plan,16000,9,144000,15.89,No,
CUST0135,Seun Brooks,Feb-25,68,Ogun,Broadband MiFi,Male,5,Excellent,28,300GB FUP Monthly Unlimited,30000,14,420000,123.54,No,
CUST0136,Adesewa Torres,Mar-25,34,Lagos,Mobile SIM Card,Female,3,Good,52,12.5GB Monthly Plan,5500,10,55000,90.46,No,
CUST0136,Adesewa Torres,Mar-25,34,Lagos,5G Broadband Router,Female,3,Good,52,60GB Monthly Broadband Plan,14500,17,246500,186.03,No,
CUST0137,Bola Reed,Jan-25,61,Ogun,4G Router,Female,1,Poor,25,10GB+10mins Monthly Plan,4500,7,31500,152.6,Yes,Poor Network
CUST0137,Bola Reed,Jan-25,61,Ogun,Broadband MiFi,Female,1,Poor,25,120GB Monthly Broadband Plan,24000,12,288000,16.42,Yes,Poor Network
CUST0138,Tunde Cox,Feb-25,27,Lagos,Mobile SIM Card,Male,4,Very Good,45,500MB Daily Plan,350,8,2800,48.19,No,
CUST0138,Tunde Cox,Feb-25,27,Lagos,5G Broadband Router,Male,4,Very Good,45,1.5TB Yearly Broadband Plan,150000,19,2850000,126.65,No,
CUST0139,Kemi Diaz,Mar-25,73,Ogun,4G Router,Female,2,Fair,33,25GB Monthly Plan,9000,5,45000,108.93,Yes,Costly Data Plans
CUST0139,Kemi Diaz,Mar-25,73,Ogun,Broadband MiFi,Female,2,Fair,33,150GB FUP Monthly Unlimited,20000,16,320000,198.13,Yes,Costly Data Plans
CUST0140,Yemi Edwards,Jan-25,40,Lagos,Mobile SIM Card,Male,5,Excellent,58,2.5GB 2-Day Plan,900,12,10800,79.05,No,
CUST0140,Yemi Edwards,Jan-25,40,Lagos,5G Broadband Router,Male,5,Excellent,58,200GB Monthly Broadband Plan,25000,6,150000,105.91,No,
CUST0141,Dayo Richardson,Feb-25,66,Ogun,4G Router,Male,3,Good,22,65GB Monthly Plan,16000,18,288000,161.23,No,
CUST0141,Dayo Richardson,Feb-25,66,Ogun,Broadband MiFi,Male,3,Good,22,30GB Monthly Broadband Plan,9000,3,27000,50.64,No,
CUST0142,Kemi Wood,Mar-25,33,Lagos,Mobile SIM Card,Female,1,Poor,51,7GB Monthly Plan,3500,11,38500,142.78,Yes,Poor Network
CUST0142,Kemi Wood,Mar-25,33,Lagos,5G Broadband Router,Female,1,Poor,51,450GB 3-Month Broadband Plan,75000,4,300000,59.13,Yes,Poor Network
CUST0143,Seun Watson,Jan-25,59,Ogun,4G Router,Male,4,Very Good,26,10GB+10mins Monthly Plan,4500,6,27000,80.38,No,
CUST0143,Seun Watson,Jan-25,59,Ogun,Broadband MiFi,Male,4,Very Good,26,60GB Monthly Broadband Plan,14500,15,217500,148.73,No,
CUST0144,Adesewa Murphy,Feb-25,36,Lagos,Mobile SIM Card,Female,2,Fair,49,3.2GB 2-Day Plan,1000,19,19000,110.65,Yes,Better Offers from Competitors
CUST0144,Adesewa Murphy,Feb-25,36,Lagos,5G Broadband Router,Female,2,Fair,49,120GB Monthly Broadband Plan,24000,8,192000,111.27,Yes,Better Offers from Competitors
CUST0145,Bola Bailey,Mar-25,62,Ogun,4G Router,Female,5,Excellent,35,25GB Monthly Plan,9000,13,117000,77.66,No,
CUST0145,Bola Bailey,Mar-25,62,Ogun,Broadband MiFi,Female,5,Excellent,35,300GB FUP Monthly Unlimited,30000,10,300000,182.79,No,
CUST0146,Tunde Rivera,Jan-25,30,Lagos,Mobile SIM Card,Male,3,Good,42,1.5GB 2-Day Plan,600,14,8400,41.32,No,
CUST0146,Tunde Rivera,Jan-25,30,Lagos,5G Broadband Router,Male,3,Good,42,30GB Monthly Broadband Plan,9000,7,63000,133.45,No,
CUST0147,Kemi Cook,Feb-25,75,Ogun,4G Router,Female,1,Poor,29,65GB Monthly Plan,16000,10,160000,164.15,Yes,Poor Network
CUST0147,Kemi Cook,Feb-25,75,Ogun,Broadband MiFi,Female,1,Poor,29,120GB Monthly Broadband Plan,24000,17,408000,89.26,Yes,Poor Network
CUST0148,Yemi Rogers,Mar-25,41,Lagos,Mobile SIM Card,Male,4,Very Good,56,12.5GB Monthly Plan,5500,4,22000,72.7,No,
CUST0148,Yemi Rogers,Mar-25,41,Lagos,5G Broadband Router,Male,4,Very Good,56,1.5TB Yearly Broadband Plan,150000,11,1650000,45.04,No,
CUST0149,Dayo Morgan,Jan-25,67,Ogun,4G Router,Male,2,Fair,21,10GB+10mins Monthly Plan,4500,9,40500,125.45,Yes,Costly Data Plans
CUST0149,Dayo Morgan,Jan-25,67,Ogun,Broadband MiFi,Male,2,Fair,21,150GB FUP Monthly Unlimited,20000,5,100000,167.98,Yes,Costly Data Plans
CUST0150,Kemi Peterson,Feb-25,34,Lagos,Mobile SIM Card,Female,5,Excellent,47,500MB Daily Plan,350,17,5950,35.27,No,
CUST0150,Kemi Peterson,Feb-25,34,Lagos,5G Broadband Router,Female,5,Excellent,47,60GB Monthly Broadband Plan,14500,12,174000,102.14,No,
CUST0151,Seun Cooper,Mar-25,60,Ogun,4G Router,Male,3,Good,30,25GB Monthly Plan,9000,16,144000,158.38,No,
CUST0151,Seun Cooper,Mar-25,60,Ogun,Broadband MiFi,Male,3,Good,30,300GB FUP Monthly Unlimited,30000,18,540000,112.83,No,
CUST0152,Adesewa Reed,Jan-25,37,Lagos,Mobile SIM Card,Female,1,Poor,54,2.5GB 2-Day Plan,900,7,6300,66.18,Yes,Poor Network
CUST0152,Adesewa Reed,Jan-25,37,Lagos,5G Broadband Router,Female,1,Poor,54,450GB 3-Month Broadband Plan,75000,1,75000,191.74,Yes,Poor Network
CUST0153,Bola Bell,Feb-25,63,Ogun,4G Router,Female,4,Very Good,23,65GB Monthly Plan,16000,14,224000,123.31,No,
CUST0153,Bola Bell,Feb-25,63,Ogun,Broadband MiFi,Female,4,Very Good,23,60GB Monthly Broadband Plan,14500,6,87000,81.45,No,
CUST0154,Tunde Gordon,Mar-25,31,Lagos,Mobile SIM Card,Male,2,Fair,48,7GB Monthly Plan,3500,18,63000,129.59,Yes,Better Offers from Competitors
CUST0154,Tunde Gordon,Mar-25,31,Lagos,5G Broadband Router,Male,2,Fair,48,120GB Monthly Broadband Plan,24000,9,216000,147.82,Yes,Better Offers from Competitors
CUST0155,Kemi Warren,Jan-25,76,Ogun,4G Router,Female,5,Excellent,17,10GB+10mins Monthly Plan,4500,11,49500,87.59,No,
CUST0155,Kemi Warren,Jan-25,76,Ogun,Broadband MiFi,Female,5,Excellent,17,150GB FUP Monthly Unlimited,20000,4,80000,169.41,No,
CUST0156,Yemi Griffin,Feb-25,43,Lagos,Mobile SIM Card,Male,3,Good,51,3.2GB 2-Day Plan,1000,15,15000,92.94,No,
CUST0156,Yemi Griffin,Feb-25,43,Lagos,5G Broadband Router,Male,3,Good,51,30GB Monthly Broadband Plan,9000,12,108000,190.85,No,
CUST0157,Dayo Phillips,Mar-25,69,Ogun,4G Router,Male,1,Poor,26,25GB Monthly Plan,9000,8,72000,154.68,Yes,Poor Network
CUST0157,Dayo Phillips,Mar-25,69,Ogun,Broadband MiFi,Male,1,Poor,26,300GB FUP Monthly Unlimited,30000,13,390000,52.19,Yes,Poor Network
CUST0158,Kemi Mills,Jan-25,36,Lagos,Mobile SIM Card,Female,4,Very Good,45,1GB+1.5mins Daily Plan,500,9,4500,33.56,No,
CUST0158,Kemi Mills,Jan-25,36,Lagos,5G Broadband Router,Female,4,Very Good,45,200GB Monthly Broadband Plan,25000,16,400000,135.28,No,
CUST0159,Seun Washington,Feb-25,62,Ogun,4G Router,Male,2,Fair,28,65GB Monthly Plan,16000,6,96000,116.85,Yes,Costly Data Plans
CUST0159,Seun Washington,Feb-25,62,Ogun,Broadband MiFi,Male,2,Fair,28,120GB Monthly Broadband Plan,24000,19,456000,185.57,Yes,Costly Data Plans
CUST0160,Adesewa Butler,Mar-25,39,Lagos,Mobile SIM Card,Female,5,Excellent,52,12.5GB Monthly Plan,5500,2,11000,69.46,No,
CUST0160,Adesewa Butler,Mar-25,39,Lagos,5G Broadband Router,Female,5,Excellent,52,450GB 3-Month Broadband Plan,75000,17,1275000,98.13,No,
CUST0161,Bola Simmons,Jan-25,65,Ogun,4G Router,Female,3,Good,25,10GB+10mins Monthly Plan,4500,12,54000,75.94,No,
CUST0161,Bola Simmons,Jan-25,65,Ogun,Broadband MiFi,Female,3,Good,25,60GB Monthly Broadband Plan,14500,1,14500,142.36,No,
CUST0162,Tunde Foster,Feb-25,32,Lagos,Mobile SIM Card,Male,1,Poor,49,500MB Daily Plan,350,16,5600,106.21,Yes,Poor Network
CUST0162,Tunde Foster,Feb-25,32,Lagos,5G Broadband Router,Male,1,Poor,49,1.5TB Yearly Broadband Plan,150000,3,450000,24.78,Yes,Poor Network
CUST0163,Kemi Bryant,Mar-25,58,Ogun,4G Router,Female,4,Very Good,24,25GB Monthly Plan,9000,17,153000,138.7,No,
CUST0163,Kemi Bryant,Mar-25,58,Ogun,Broadband MiFi,Female,4,Very Good,24,300GB FUP Monthly Unlimited,30000,5,150000,99.04,No,
CUST0164,Yemi Alexander,Jan-25,45,Lagos,Mobile SIM Card,Male,2,Fair,46,2.5GB 2-Day Plan,900,10,9000,37.63,Yes,Better Offers from Competitors
CUST0164,Yemi Alexander,Jan-25,45,Lagos,5G Broadband Router,Male,2,Fair,46,30GB Monthly Broadband Plan,9000,14,126000,101.35,Yes,Better Offers from Competitors
CUST0165,Dayo Russell,Feb-25,71,Ogun,4G Router,Male,5,Excellent,22,65GB Monthly Plan,16000,19,304000,170.92,No,
CUST0165,Dayo Russell,Feb-25,71,Ogun,Broadband MiFi,Male,5,Excellent,22,150GB FUP Monthly Unlimited,20000,8,160000,32.7,No,
CUST0166,Kemi Griffin,Mar-25,38,Lagos,Mobile SIM Card,Female,3,Good,50,7GB Monthly Plan,3500,13,45500,104.79,No,
CUST0166,Kemi Griffin,Mar-25,38,Lagos,5G Broadband Router,Female,3,Good,50,120GB Monthly Broadband Plan,24000,6,144000,188.08,No,
CUST0167,Seun Hunter,Jan-25,64,Ogun,4G Router,Male,1,Poor,27,10GB+10mins Monthly Plan,4500,4,18000,156.02,Yes,Poor Network
CUST0167,Seun Hunter,Jan-25,64,Ogun,Broadband MiFi,Male,1,Poor,27,60GB Monthly Broadband Plan,14500,15,217500,57.46,Yes,Poor Network
CUST0168,Adesewa Coleman,Feb-25,41,Lagos,Mobile SIM Card,Female,4,Very Good,48,3.2GB 2-Day Plan,1000,8,8000,70.12,No,
CUST0168,Adesewa Coleman,Feb-25,41,Lagos,5G Broadband Router,Female,4,Very Good,48,450GB 3-Month Broadband Plan,75000,10,750000,131.6,No,
CUST0169,Bola Hayes,Mar-25,67,Ogun,4G Router,Female,2,Fair,31,25GB Monthly Plan,9000,15,135000,122.58,Yes,Costly Data Plans
CUST0169,Bola Hayes,Mar-25,67,Ogun,Broadband MiFi,Female,2,Fair,31,300GB FUP Monthly Unlimited,30000,2,60000,174.27,Yes,Costly Data Plans
CUST0170,Tunde Henderson,Jan-25,34,Lagos,Mobile SIM Card,Male,5,Excellent,53,1.5GB 2-Day Plan,600,6,3600,31.89,No,
CUST0170,Tunde Henderson,Jan-25,34,Lagos,5G Broadband Router,Male,5,Excellent,53,60GB Monthly Broadband Plan,14500,19,275500,144.51,No,
CUST0171,Kemi Perez,Feb-25,60,Ogun,4G Router,Female,3,Good,26,65GB Monthly Plan,16000,10,160000,85.17,No,
CUST0171,Kemi Perez,Feb-25,60,Ogun,Broadband MiFi,Female,3,Good,26,120GB Monthly Broadband Plan,24000,7,168000,152.89,No,
CUST0172,Yemi Roberts,Mar-25,46,Lagos,Mobile SIM Card,Male,1,Poor,44,12.5GB Monthly Plan,5500,12,66000,103.42,Yes,Poor Network
CUST0172,Yemi Roberts,Mar-25,46,Lagos,5G Broadband Router,Male,1,Poor,44,1.5TB Yearly Broadband Plan,150000,1,150000,62.85,Yes,Poor Network
CUST0173,Dayo Turner,Jan-25,72,Ogun,4G Router,Male,4,Very Good,21,10GB+10mins Monthly Plan,4500,16,72000,118.53,No,
CUST0173,Dayo Turner,Jan-25,72,Ogun,Broadband MiFi,Male,4,Very Good,21,150GB FUP Monthly Unlimited,20000,11,220000,29.06,No,
CUST0174,Kemi Phillips,Feb-25,39,Lagos,Mobile SIM Card,Female,2,Fair,47,500MB Daily Plan,350,14,4900,66.45,Yes,Better Offers from Competitors
CUST0174,Kemi Phillips,Feb-25,39,Lagos,5G Broadband Router,Female,2,Fair,47,30GB Monthly Broadband Plan,9000,9,81000,168.37,Yes,Better Offers from Competitors
CUST0175,Seun Campbell,Mar-25,65,Ogun,4G Router,Male,5,Excellent,30,25GB Monthly Plan,9000,18,162000,151.13,No,
CUST0175,Seun Campbell,Mar-25,65,Ogun,Broadband MiFi,Male,5,Excellent,30,300GB FUP Monthly Unlimited,30000,4,120000,95.8,No,
CUST0176,Adesewa Parker,Jan-25,42,Lagos,Mobile SIM Card,Female,3,Good,51,2.5GB 2-Day Plan,900,5,4500,35.54,No,
CUST0176,Adesewa Parker,Jan-25,42,Lagos,5G Broadband Router,Female,3,Good,51,200GB Monthly Broadband Plan,25000,13,325000,189.31,No,
CUST0177,Bola Evans,Feb-25,68,Ogun,4G Router,Female,1,Poor,28,65GB Monthly Plan,16000,7,112000,154.95,Yes,Poor Network
CUST0177,Bola Evans,Feb-25,68,Ogun,Broadband MiFi,Female,1,Poor,28,60GB Monthly Broadband Plan,14500,20,290000,58.73,Yes,Poor Network
CUST0178,Tunde Edwards,Mar-25,35,Lagos,Mobile SIM Card,Male,4,Very Good,54,7GB Monthly Plan,3500,11,38500,100.88,No,
CUST0178,Tunde Edwards,Mar-25,35,Lagos,5G Broadband Router,Male,4,Very Good,54,450GB 3-Month Broadband Plan,75000,6,450000,172.64,No,
CUST0179,Kemi Collins,Jan-25,61,Ogun,4G Router,Female,2,Fair,25,10GB+10mins Monthly Plan,4500,13,58500,117.22,Yes,Costly Data Plans
CUST0179,Kemi Collins,Jan-25,61,Ogun,Broadband MiFi,Female,2,Fair,25,120GB Monthly Broadband Plan,24000,9,216000,146.06,Yes,Costly Data Plans
